RecordKey	LineNum	AccountCode	Address	BackOrder	BarCode	BaseEntry	BaseLine	BaseType	CommisionPercent	ConsumerSalesForecast	CorrInvAmountToDiffAcct	CorrInvAmountToStock	CorrectionInvoiceItem	CostingCode	CountryOrg	Currency	DeferredTax	DiscountPercent	DistributeExpense	ExciseAmount	Factor1	Factor2	Factor3	Factor4	FreeText	Height1	Height2	Height2Unit	Hight1Unit	ItemCode	ItemDescription	Lengh1	Lengh1Unit	Lengh2	Lengh2Unit	LineTotal	Price	PriceAfterVAT	ProjectCode	Quantity	Rate	RowTotalFC	SWW	SalesPersonCode	SerialNum	ShipDate	ShipToCode	ShippingMethod	SupplierCatNum	TaxCode	TaxLiable	TaxPercentagePerRow	TaxType	TransactionType	VatGroup	VendorNum	Volume	VolumeUnit	WarehouseCode	Weight1	Weight1Unit	Weight2	Weight2Unit	Width1	Width1Unit	Width2	Width2Unit
RecordKey	LineNum	AccountCode	Address	BackOrder	BarCode	BaseEntry	BaseLine	BaseType	CommisionPercent	ConsumerSalesForecast	CorrInvAmountToDiffAcct	CorrInvAmountToStock	CorrectionInvoiceItem	CostingCode	CountryOrg	Currency	DeferredTax	DiscountPercent	DistributeExpense	ExciseAmount	Factor1	Factor2	Factor3	Factor4	FreeText	Height1	Height2	Height2Unit	Hight1Unit	ItemCode	ItemDescription	Lengh1	Lengh1Unit	Lengh2	Lengh2Unit	LineTotal	Price	PriceAfterVAT	ProjectCode	Quantity	Rate	RowTotalFC	SWW	SalesPersonCode	SerialNum	ShipDate	ShipToCode	ShippingMethod	SupplierCatNum	TaxCode	TaxLiable	TaxPercentagePerRow	TaxType	TransactionType	VatGroup	VendorNum	Volume	VolumeUnit	WarehouseCode	Weight1	Weight1Unit	Weight2	Weight2Unit	Width1	Width1Unit	Width2	Width2Unit
35	0	400000												ROOM																						12.22								1
35	1	400000												ROOM																						1.466								1
35	2	400000												ROOM																						1.222								1
35	3	400000												ROOM																						0.092								1
36	0	400000												ROOM																						12.22								1
36	1	400000												ROOM																						1.466								1
36	2	400000												ROOM																						1.222								1
36	3	400000												ROOM																						0.092								1
37	0	400000												ROOM																						211.813								1
37	1	400000												ROOM																						25.418								1
37	2	400000												ROOM																						1.588								1
37	3	400000												ROOM																						21.181								1
38	0	400000												ROOM																						48.88								1
38	1	400000												ROOM																						5.866								1
38	2	400000												ROOM																						0.366								1
38	3	400000												ROOM																						4.888								1
39	0	400000												ROOM																						211.813								1
39	1	400000												ROOM																						25.418								1
39	2	400000												ROOM																						1.588								1
39	3	400000												ROOM																						21.181								1
40	0	400000												ROOM																						203.666								1
40	1	400000												ROOM																						24.44								1
40	2	400000												ROOM																						1.527								1
40	3	400000												ROOM																						20.367								1
41	0	400000												ROOM																						301.426								1
41	1	400000												ROOM																						36.171								1
41	2	400000												ROOM																						2.26								1
41	3	400000												ROOM																						30.143								1
42	0	400000												ROOM																						167.006								1
42	1	400000												ROOM																						20.041								1
42	2	400000												ROOM																						1.252								1
42	3	400000												ROOM																						16.701								1
43	0	400000												ROOM																						40.733								1
43	1	400000												ROOM																						4.888								1
43	2	400000												ROOM																						0.306								1
43	3	400000												ROOM																						4.073								1
44	0	400000												ROOM																						97.76								1
44	1	400000												ROOM																						11.731								1
44	2	400000												ROOM																						0.733								1
44	3	400000												ROOM																						9.776								1
45	0	400000												ROOM																						130.346								1
45	1	400000												ROOM																						15.642								1
45	2	400000												ROOM																						0.977								1
45	3	400000												ROOM																						13.035								1
46	0	400000												ROOM																						244.399								1
46	1	400000												ROOM																						29.328								1
46	2	400000												ROOM																						1.833								1
46	3	400000												ROOM																						24.44								1
47	0	400000												ROOM																						203.666								1
47	1	400000												ROOM																						24.44								1
47	2	400000												ROOM																						1.527								1
47	3	400000												ROOM																						20.367								1
48	0	400000												ROOM																						40.733								1
48	1	400000												ROOM																						4.888								1
48	2	400000												ROOM																						0.306								1
48	3	400000												ROOM																						4.073								1
49	0	400000												ROOM																						48.88								1
49	1	400000												ROOM																						5.866								1
49	2	400000												ROOM																						0.366								1
49	3	400000												ROOM																						4.888								1
50	0	400000												ROOM																						40.733								1
50	1	400000												ROOM																						4.888								1
50	2	400000												ROOM																						0.306								1
50	3	400000												ROOM																						4.073								1
51	0	400000												ROOM																						81.466								1
51	1	400000												ROOM																						9.776								1
51	2	400000												ROOM																						0.611								1
51	3	400000												ROOM																						8.147								1
52	0	400000												ROOM																						40.733								1
52	1	400000												ROOM																						4.888								1
52	2	400000												ROOM																						0.306								1
52	3	400000												ROOM																						4.073								1
53	0	400000												ROOM																						32.587								1
53	1	400000												ROOM																						3.91								1
53	2	400000												ROOM																						3.259								1
53	3	400000												ROOM																						0.244								1
54	0	400000												ROOM																						108								1
54	1	400000												ROOM																						12.96								1
54	2	400000												ROOM																						10.8								1
54	3	400000												ROOM																						0.81								1
55	0	400000												ROOM																						140								1
55	1	400000												ROOM																						16.8								1
55	2	400000												ROOM																						14								1
55	3	400000												ROOM																						1.05								1
